Appearances_mean,Goals_mean,Assists_mean,Clean sheets_mean,Appearances_median,Goals_median,Assists_median,Clean sheets_median,Appearances_std,Goals_std,Assists_std,Clean sheets_std
44.30966469428008,4.609467455621302,3.403353057199211,9.83177570093458,12.0,0.0,0.0,0.0,67.94590762196465,12.822554979480595,8.78435456327848,20.203756453329426
